id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
222,47 Ursae Majoris c,45,0.54 Jupiters,5.037,2001
223,47 Ursae Majoris d,45,1.64 Jupiters,5.037,2009
224,4 Ursae Majoris b,240,7.902 Jupiters,4.5801,2006
225,11 Comae Berenices b,304,15.464 Jupiters,4.72307,2007
226,11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
227,14 Andromedae b,246,3.559 Jupiters,5.23133,2008
228,14 Herculis b,58,8.053 Jupiters,6.61935,2002
229,16 Cygni B b,69,1.78 Jupiters,6.215,1996
230,17 Scorpii b,408,4.32 Jupiters,5.22606,2020
231,18 Delphini b,249,9.207 Jupiters,5.51048,2008
232,1RXS J160929.1-210524 b,454,8 Jupiters,12.618,2008
233,24 Bootis b,313,0.883 Jupiters,5.59,2018
234,24 Sextantis b,235,1.99 Jupiters,6.4535,2010
235,24 Sextantis c,235,0.86 Jupiters,6.4535,2010
236,2M0437 b,419,4 Jupiters,16.186,2021
237,2MASS J01033563-5515561 AB b,154,13 Jupiters,15.788,2013
238,2MASS J01225093-2439505 b,110,24.5 Jupiters,14.244,2013
239,2MASS J02192210-3925225 b,131,13.9 Jupiters,,2015
240,2MASS J04414489+2301513 b,393,7.5 Jupiters,,2010
241,2MASS J12073346-3932539 b,210,5 Jupiters,20.15,2004
242,2MASS J19383260+4603591 b,1293,1.9 Jupiters,12.651,2015
243,2MASS J22362452+4751425 b,227,12.5 Jupiters,12.368,2016
244,30 Arietis B b,146,13.82 Jupiters,7.09209,2009
245,42 Draconis b,296,3.88 Jupiters,4.8262,2008
246,47 Ursae Majoris b,45,2.53 Jupiters,5.037,1996
247,47 Ursae Majoris c,45,0.54 Jupiters,5.037,2001
248,47 Ursae Majoris d,45,1.64 Jupiters,5.037,2009
249,4 Ursae Majoris b,240,7.902 Jupiters,4.5801,2006
250,11 Comae Berenices b,304,15.464 Jupiters,4.72307,2007
251,11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
252,14 Andromedae b,246,3.559 Jupiters,5.23133,2008
253,14 Herculis b,58,8.053 Jupiters,6.61935,2002
254,16 Cygni B b,69,1.78 Jupiters,6.215,1996
255,17 Scorpii b,408,4.32 Jupiters,5.22606,2020
256,18 Delphini b,249,9.207 Jupiters,5.51048,2008
257,1RXS J160929.1-210524 b,454,8 Jupiters,12.618,2008
258,24 Bootis b,313,0.883 Jupiters,5.59,2018
259,24 Sextantis b,235,1.99 Jupiters,6.4535,2010
260,24 Sextantis c,235,0.86 Jupiters,6.4535,2010
261,2M0437 b,419,4 Jupiters,16.186,2021
262,2MASS J01033563-5515561 AB b,154,13 Jupiters,15.788,2013
263,2MASS J01225093-2439505 b,110,24.5 Jupiters,14.244,2013
264,2MASS J02192210-3925225 b,131,13.9 Jupiters,,2015
265,2MASS J04414489+2301513 b,393,7.5 Jupiters,,2010
266,2MASS J12073346-3932539 b,210,5 Jupiters,20.15,2004
267,2MASS J19383260+4603591 b,1293,1.9 Jupiters,12.651,2015
268,2MASS J22362452+4751425 b,227,12.5 Jupiters,12.368,2016
269,30 Arietis B b,146,13.82 Jupiters,7.09209,2009
270,42 Draconis b,296,3.88 Jupiters,4.8262,2008
271,47 Ursae Majoris b,45,2.53 Jupiters,5.037,1996
272,47 Ursae Majoris c,45,0.54 Jupiters,5.037,2001
273,47 Ursae Majoris d,45,1.64 Jupiters,5.037,2009
274,4 Ursae Majoris b,240,7.902 Jupiters,4.5801,2006
275,11 Comae Berenices b,304,15.464 Jupiters,4.72307,2007
276,11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
277,14 Andromedae b,246,3.559 Jupiters,5.23133,2008
278,14 Herculis b,58,8.053 Jupiters,6.61935,2002
279,16 Cygni B b,69,1.78 Jupiters,6.215,1996
280,17 Scorpii b,408,4.32 Jupiters,5.22606,2020
281,18 Delphini b,249,9.207 Jupiters,5.51048,2008
282,1RXS J160929.1-210524 b,454,8 Jupiters,12.618,2008
283,24 Bootis b,313,0.883 Jupiters,5.59,2018
284,24 Sextantis b,235,1.99 Jupiters,6.4535,2010
285,24 Sextantis c,235,0.86 Jupiters,6.4535,2010
286,2M0437 b,419,4 Jupiters,16.186,2021
287,2MASS J01033563-5515561 AB b,154,13 Jupiters,15.788,2013
288,2MASS J01225093-2439505 b,110,24.5 Jupiters,14.244,2013
289,2MASS J02192210-3925225 b,131,13.9 Jupiters,,2015
290,2MASS J04414489+2301513 b,393,7.5 Jupiters,,2010
291,2MASS J12073346-3932539 b,210,5 Jupiters,20.15,2004
292,2MASS J19383260+4603591 b,1293,1.9 Jupiters,12.651,2015
293,2MASS J22362452+4751425 b,227,12.5 Jupiters,12.368,2016
294,30 Arietis B b,146,13.82 Jupiters,7.09209,2009
295,42 Draconis b,296,3.88 Jupiters,4.8262,2008
296,47 Ursae Majoris b,45,2.53 Jupiters,5.037,1996
297,47 Ursae Majoris c,45,0.54 Jupiters,5.037,2001
298,47 Ursae Majoris d,45,1.64 Jupiters,5.037,2009
299,4 Ursae Majoris b,240,7.902 Jupiters,4.5801,2006
300,11 Comae Berenices b,304,15.464 Jupiters,4.72307,2007
301,11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
302,14 Andromedae b,246,3.559 Jupiters,5.23133,2008
303,14 Herculis b,58,8.053 Jupiters,6.61935,2002
304,16 Cygni B b,69,1.78 Jupiters,6.215,1996
305,17 Scorpii b,408,4.32 Jupiters,5.22606,2020
306,18 Delphini b,249,9.207 Jupiters,5.51048,2008
307,1RXS J160929.1-210524 b,454,8 Jupiters,12.618,2008
308,24 Bootis b,313,0.883 Jupiters,5.59,2018
309,24 Sextantis b,235,1.99 Jupiters,6.4535,2010
310,24 Sextantis c,235,0.86 Jupiters,6.4535,2010
311,2M0437 b,419,4 Jupiters,16.186,2021
312,2MASS J01033563-5515561 AB b,154,13 Jupiters,15.788,2013
313,2MASS J01225093-2439505 b,110,24.5 Jupiters,14.244,2013
314,2MASS J02192210-3925225 b,131,13.9 Jupiters,,2015
315,2MASS J04414489+2301513 b,393,7.5 Jupiters,,2010
316,2MASS J12073346-3932539 b,210,5 Jupiters,20.15,2004
317,2MASS J19383260+4603591 b,1293,1.9 Jupiters,12.651,2015
318,2MASS J22362452+4751425 b,227,12.5 Jupiters,12.368,2016
319,30 Arietis B b,146,13.82 Jupiters,7.09209,2009
320,42 Draconis b,296,3.88 Jupiters,4.8262,2008
321,47 Ursae Majoris b,45,2.53 Jupiters,5.037,1996
322,47 Ursae Majoris c,45,0.54 Jupiters,5.037,2001
323,47 Ursae Majoris d,45,1.64 Jupiters,5.037,2009
324,4 Ursae Majoris b,240,7.902 Jupiters,4.5801,2006
325,11 Comae Berenices b,304,15.464 Jupiters,4.72307,2007
326,11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
327,14 Andromedae b,246,3.559 Jupiters,5.23133,2008
328,14 Herculis b,58,8.053 Jupiters,6.61935,2002
329,16 Cygni B b,69,1.78 Jupiters,6.215,1996
330,17 Scorpii b,408,4.32 Jupiters,5.22606,2020
331,18 Delphini b,249,9.207 Jupiters,5.51048,2008
332,1RXS J160929.1-210524 b,454,8 Jupiters,12.618,2008
333,24 Bootis b,313,0.883 Jupiters,5.59,2018
334,24 Sextantis b,235,1.99 Jupiters,6.4535,2010
335,24 Sextantis c,235,0.86 Jupiters,6.4535,2010
336,2M0437 b,419,4 Jupiters,16.186,2021
337,2MASS J01033563-5515561 AB b,154,13 Jupiters,15.788,2013
338,2MASS J01225093-2439505 b,110,24.5 Jupiters,14.244,2013
339,2MASS J02192210-3925225 b,131,13.9 Jupiters,,2015
340,2MASS J04414489+2301513 b,393,7.5 Jupiters,,2010
341,2MASS J12073346-3932539 b,210,5 Jupiters,20.15,2004
342,2MASS J19383260+4603591 b,1293,1.9 Jupiters,12.651,2015
343,2MASS J22362452+4751425 b,227,12.5 Jupiters,12.368,2016
344,30 Arietis B b,146,13.82 Jupiters,7.09209,2009
345,42 Draconis b,296,3.88 Jupiters,4.8262,2008
346,47 Ursae Majoris b,45,2.53 Jupiters,5.037,1996
347,47 Ursae Majoris c,45,0.54 Jupiters,5.037,2001
348,47 Ursae Majoris d,45,1.64 Jupiters,5.037,2009
349,4 Ursae Majoris b,240,7.902 Jupiters,4.5801,2006
350,11 Comae Berenices b,304,15.464 Jupiters,4.72307,2007
351,11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
352,14 Andromedae b,246,3.559 Jupiters,5.23133,2008
353,14 Herculis b,58,8.053 Jupiters,6.61935,2002
354,16 Cygni B b,69,1.78 Jupiters,6.215,1996
355,17 Scorpii b,408,4.32 Jupiters,5.22606,2020
356,18 Delphini b,249,9.207 Jupiters,5.51048,2008
357,1RXS J160929.1-210524 b,454,8 Jupiters,12.618,2008
358,24 Bootis b,313,0.883 Jupiters,5.59,2018
359,24 Sextantis b,235,1.99 Jupiters,6.4535,2010
360,24 Sextantis c,235,0.86 Jupiters,6.4535,2010
361,2M0437 b,419,4 Jupiters,16.186,2021
362,2MASS J01033563-5515561 AB b,154,13 Jupiters,15.788,2013
363,2MASS J01225093-2439505 b,110,24.5 Jupiters,14.244,2013
364,2MASS J02192210-3925225 b,131,13.9 Jupiters,,2015
365,2MASS J04414489+2301513 b,393,7.5 Jupiters,,2010
366,2MASS J12073346-3932539 b,210,5 Jupiters,20.15,2004
367,2MASS J19383260+4603591 b,1293,1.9 Jupiters,12.651,2015
368,2MASS J22362452+4751425 b,227,12.5 Jupiters,12.368,2016
369,30 Arietis B b,146,13.82 Jupiters,7.09209,2009
370,42 Draconis b,296,3.88 Jupiters,4.8262,2008
371,47 Ursae Majoris b,45,2.53 Jupiters,5.037,1996
372,47 Ursae Majoris c,45,0.54 Jupiters,5.037,2001
373,47 Ursae Majoris d,45,1.64 Jupiters,5.037,2009
374,4 Ursae Majoris b,240,7.902 Jupiters,4.5801,2006
375,11 Comae Berenices b,304,15.464 Jupiters,4.72307,2007
376,11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
377,14 Andromedae b,246,3.559 Jupiters,5.23133,2008
378,14 Herculis b,58,8.053 Jupiters,6.61935,2002
379,16 Cygni B b,69,1.78 Jupiters,6.215,1996
380,17 Scorpii b,408,4.32 Jupiters,5.22606,2020
381,18 Delphini b,249,9.207 Jupiters,5.51048,2008
382,1RXS J160929.1-210524 b,454,8 Jupiters,12.618,2008
383,24 Bootis b,313,0.883 Jupiters,5.59,2018
384,24 Sextantis b,235,1.99 Jupiters,6.4535,2010
385,24 Sextantis c,235,0.86 Jupiters,6.4535,2010
386,2M0437 b,419,4 Jupiters,16.186,2021
387,2MASS J01033563-5515561 AB b,154,13 Jupiters,15.788,2013
388,2MASS J01225093-2439505 b,110,24.5 Jupiters,14.244,2013
389,2MASS J02192210-3925225 b,131,13.9 Jupiters,,2015
390,2MASS J04414489+2301513 b,393,7.5 Jupiters,,2010
391,2MASS J12073346-3932539 b,210,5 Jupiters,20.15,2004
392,2MASS J19383260+4603591 b,1293,1.9 Jupiters,12.651,2015
393,2MASS J22362452+4751425 b,227,12.5 Jupiters,12.368,2016
394,30 Arietis B b,146,13.82 Jupiters,7.09209,2009
395,42 Draconis b,296,3.88 Jupiters,4.8262,2008
396,47 Ursae Majoris b,45,2.53 Jupiters,5.037,1996
397,47 Ursae Majoris c,45,0.54 Jupiters,5.037,2001
398,47 Ursae Majoris d,45,1.64 Jupiters,5.037,2009
399,4 Ursae Majoris b,240,7.902 Jupiters,4.5801,2006
400,11 Comae Berenices b,304,15.464 Jupiters,4.72307,2007
401,11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
402,14 Andromedae b,246,3.559 Jupiters,5.23133,2008
403,14 Herculis b,58,8.053 Jupiters,6.61935,2002
404,16 Cygni B b,69,1.78 Jupiters,6.215,1996
405,17 Scorpii b,408,4.32 Jupiters,5.22606,2020
406,18 Delphini b,249,9.207 Jupiters,5.51048,2008
407,1RXS J160929.1-210524 b,454,8 Jupiters,12.618,2008
408,24 Bootis b,313,0.883 Jupiters,5.59,2018
409,24 Sextantis b,235,1.99 Jupiters,6.4535,2010
410,24 Sextantis c,235,0.86 Jupiters,6.4535,2010
411,2M0437 b,419,4 Jupiters,16.186,2021
412,2MASS J01033563-5515561 AB b,154,13 Jupiters,15.788,2013
413,2MASS J01225093-2439505 b,110,24.5 Jupiters,14.244,2013
414,2MASS J02192210-3925225 b,131,13.9 Jupiters,,2015
415,2MASS J04414489+2301513 b,393,7.5 Jupiters,,2010
416,2MASS J12073346-3932539 b,210,5 Jupiters,20.15,2004
417,2MASS J19383260+4603591 b,1293,1.9 Jupiters,12.651,2015
418,2MASS J22362452+4751425 b,227,12.5 Jupiters,12.368,2016
419,30 Arietis B b,146,13.82 Jupiters,7.09209,2009
420,42 Draconis b,296,3.88 Jupiters,4.8262,2008
421,47 Ursae Majoris b,45,2.53 Jupiters,5.037,1996
422,47 Ursae Majoris c,45,0.54 Jupiters,5.037,2001
423,47 Ursae Majoris d,45,1.64 Jupiters,5.037,2009
424,4 Ursae Majoris b,240,7.902 Jupiters,4.5801,2006
425,11 Comae Berenices b,304,15.464 Jupiters,4.72307,2007
426,11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
427,14 Andromedae b,246,3.559 Jupiters,5.23133,2008
428,14 Herculis b,58,8.053 Jupiters,6.61935,2002
429,16 Cygni B b,69,1.78 Jupiters,6.215,1996
430,17 Scorpii b,408,4.32 Jupiters,5.22606,2020
431,18 Delphini b,249,9.207 Jupiters,5.51048,2008
432,1RXS J160929.1-210524 b,454,8 Jupiters,12.618,2008
433,24 Bootis b,313,0.883 Jupiters,5.59,2018
434,24 Sextantis b,235,1.99 Jupiters,6.4535,2010
435,24 Sextantis c,235,0.86 Jupiters,6.4535,2010
436,2M0437 b,419,4 Jupiters,16.186,2021
437,2MASS J01033563-5515561 AB b,154,13 Jupiters,15.788,2013
438,2MASS J01225093-2439505 b,110,24.5 Jupiters,14.244,2013
439,2MASS J02192210-3925225 b,131,13.9 Jupiters,,2015
440,2MASS J04414489+2301513 b,393,7.5 Jupiters,,2010
441,2MASS J12073346-3932539 b,210,5 Jupiters,20.15,2004
442,2MASS J19383260+4603591 b,1293,1.9 Jupiters,12.651,2015
443,2MASS J22362452+4751425 b,227,12.5 Jupiters,12.368,2016
444,30 Arietis B b,146,13.82 Jupiters,7.09209,2009
445,42 Draconis b,296,3.88 Jupiters,4.8262,2008
446,47 Ursae Majoris b,45,2.53 Jupiters,5.037,1996
447,47 Ursae Majoris c,45,0.54 Jupiters,5.037,2001
448,47 Ursae Majoris d,45,1.64 Jupiters,5.037,2009
449,4 Ursae Majoris b,240,7.902 Jupiters,4.5801,2006
450,CoRoT-20 b,2753,4.3 Jupiters,14.63,2011
451,CoRoT-20 c,2753,17 Jupiters,14.63,2018
452,CoRoT-21 b,4563,2.26 Jupiters,16.058,2012
453,CoRoT-22 b,2046,12.2 Earths,13.82,2014
454,CoRoT-23 b,3461,2.8 Jupiters,15.675,2011
455,CoRoT-24 b,1930,5.7 Earths,15.383,2014
456,CoRoT-24 c,1930,28 Earths,15.383,2014
457,CoRoT-25 b,3600,0.27 Jupiters,14.79,2013
458,CoRoT-26 b,3409,0.52 Jupiters,15.861,2013
459,CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
460,CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
461,CoRoT-29 b,2631,0.85 Jupiters,15.408,2015
462,CoRoT-2 b,696,3.47 Jupiters,12.516,2008
463,CoRoT-30 b,3367,2.9 Jupiters,15.571,2020
464,CoRoT-31 b,6543,0.84 Jupiters,15.479,2020
465,CoRoT-35 b,3664,1.1 Jupiters,15.635,2022
466,CoRoT-36 b,3020,0.68 Jupiters,13.126,2022
467,CoRoT-3 b,2508,21.66 Jupiters,13.448,2008
468,CoRoT-4 b,2370,0.72 Jupiters,13.652,2008
469,CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
470,CoRoT-6 b,2105,2.96 Jupiters,13.961,2009
471,CoRoT-7 b,522,4.07661 Earths,11.728,2009
472,CoRoT-7 c,522,8.4 Earths,11.728,2009
473,CoRoT-7 d,522,17.142 Earths,11.728,2022
474,CoRoT-8 b,1050,0.22 Jupiters,14.792,2010
475,BD+48 740 b,2174,1.7 Jupiters,8.69,2018
476,BD+49 828 b,1442,1.6 Jupiters,9.381,2015
477,BD+55 362 b,171,0.72 Jupiters,9.38,2021
478,BD+60 1417 b,147,15 Jupiters,9.374,2021
479,BD+63 1405 b,124,10.4 Jupiters,8.96,2021
480,Beta Cancri b,290,7.8 Jupiters,3.51012,2014
481,Beta Pictoris b,64,11.729 Jupiters,3.85,2008
482,Beta Pictoris c,64,10.139 Jupiters,3.85,2019
483,Beta Ursae Minoris b,126,6.1 Jupiters,2.0569,2014
484,CD Ceti b,28,3.95 Earths,13.95,2020
485,CFBDSIR J145829+101343 b,75,10.5 Jupiters,,2011
486,CFHTWIR-Oph 98 b,,7.8 Jupiters,,2021
487,CHXR 73 b,621,12.569 Jupiters,,2006
488,CI Tauri b,515,11.6 Jupiters,13.642,2019
489,COCONUTS-2 b,36,6.3 Jupiters,11.298,2021
490,CoRoT-10 b,1104,2.75 Jupiters,15.293,2010
491,CoRoT-11 b,2137,2.33 Jupiters,12.897,2010
492,CoRoT-12 b,3674,0.917 Jupiters,15.588,2010
493,CoRoT-13 b,3748,1.308 Jupiters,15.005,2010
494,CoRoT-14 b,5691,7.6 Jupiters,15.932,2010
495,CoRoT-16 b,2389,0.535 Jupiters,16.052,2011
496,CoRoT-17 b,3837,2.43 Jupiters,16.29,2011
497,CoRoT-18 b,2495,3.47 Jupiters,14.868,2011
498,CoRoT-19 b,2579,1.11 Jupiters,14.135,2011
499,CoRoT-1 b,2570,1.03 Jupiters,13.623,2008
500,CoRoT-20 b,2753,4.3 Jupiters,14.63,2011
501,CoRoT-20 c,2753,17 Jupiters,14.63,2018
502,CoRoT-21 b,4563,2.26 Jupiters,16.058,2012
503,CoRoT-22 b,2046,12.2 Earths,13.82,2014
504,CoRoT-23 b,3461,2.8 Jupiters,15.675,2011
505,CoRoT-24 b,1930,5.7 Earths,15.383,2014
506,CoRoT-24 c,1930,28 Earths,15.383,2014
507,CoRoT-25 b,3600,0.27 Jupiters,14.79,2013
508,CoRoT-26 b,3409,0.52 Jupiters,15.861,2013
509,CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
510,CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
511,CoRoT-29 b,2631,0.85 Jupiters,15.408,2015
512,CoRoT-2 b,696,3.47 Jupiters,12.516,2008
513,CoRoT-30 b,3367,2.9 Jupiters,15.571,2020
514,CoRoT-31 b,6543,0.84 Jupiters,15.479,2020
515,CoRoT-35 b,3664,1.1 Jupiters,15.635,2022
516,CoRoT-36 b,3020,0.68 Jupiters,13.126,2022
517,CoRoT-3 b,2508,21.66 Jupiters,13.448,2008
518,CoRoT-4 b,2370,0.72 Jupiters,13.652,2008
519,CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
520,CoRoT-6 b,2105,2.96 Jupiters,13.961,2009
521,CoRoT-7 b,522,4.07661 Earths,11.728,2009
522,CoRoT-7 c,522,8.4 Earths,11.728,2009
523,CoRoT-7 d,522,17.142 Earths,11.728,2022
524,CoRoT-8 b,1050,0.22 Jupiters,14.792,2010
525,CoRoT-20 b,2753,4.3 Jupiters,14.63,2011
526,CoRoT-20 c,2753,17 Jupiters,14.63,2018
527,CoRoT-21 b,4563,2.26 Jupiters,16.058,2012
528,CoRoT-22 b,2046,12.2 Earths,13.82,2014
529,CoRoT-23 b,3461,2.8 Jupiters,15.675,2011
530,CoRoT-24 b,1930,5.7 Earths,15.383,2014
531,CoRoT-24 c,1930,28 Earths,15.383,2014
532,CoRoT-25 b,3600,0.27 Jupiters,14.79,2013
533,CoRoT-26 b,3409,0.52 Jupiters,15.861,2013
534,CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
535,CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
536,CoRoT-29 b,2631,0.85 Jupiters,15.408,2015
537,CoRoT-2 b,696,3.47 Jupiters,12.516,2008
538,CoRoT-30 b,3367,2.9 Jupiters,15.571,2020
539,CoRoT-31 b,6543,0.84 Jupiters,15.479,2020
540,CoRoT-35 b,3664,1.1 Jupiters,15.635,2022
541,CoRoT-36 b,3020,0.68 Jupiters,13.126,2022
542,CoRoT-3 b,2508,21.66 Jupiters,13.448,2008
543,CoRoT-4 b,2370,0.72 Jupiters,13.652,2008
544,CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
545,CoRoT-6 b,2105,2.96 Jupiters,13.961,2009
546,CoRoT-7 b,522,4.07661 Earths,11.728,2009
547,CoRoT-7 c,522,8.4 Earths,11.728,2009
548,CoRoT-7 d,522,17.142 Earths,11.728,2022
549,CoRoT-8 b,1050,0.22 Jupiters,14.792,2010
550,CoRoT-20 b,2753,4.3 Jupiters,14.63,2011
551,CoRoT-20 c,2753,17 Jupiters,14.63,2018
552,CoRoT-21 b,4563,2.26 Jupiters,16.058,2012
553,CoRoT-22 b,2046,12.2 Earths,13.82,2014
554,CoRoT-23 b,3461,2.8 Jupiters,15.675,2011
555,CoRoT-24 b,1930,5.7 Earths,15.383,2014
556,CoRoT-24 c,1930,28 Earths,15.383,2014
557,CoRoT-25 b,3600,0.27 Jupiters,14.79,2013
558,CoRoT-26 b,3409,0.52 Jupiters,15.861,2013
559,CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
560,CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
561,CoRoT-29 b,2631,0.85 Jupiters,15.408,2015
562,CoRoT-2 b,696,3.47 Jupiters,12.516,2008
563,CoRoT-30 b,3367,2.9 Jupiters,15.571,2020
564,CoRoT-31 b,6543,0.84 Jupiters,15.479,2020
565,CoRoT-35 b,3664,1.1 Jupiters,15.635,2022
566,CoRoT-36 b,3020,0.68 Jupiters,13.126,2022
567,CoRoT-3 b,2508,21.66 Jupiters,13.448,2008
568,CoRoT-4 b,2370,0.72 Jupiters,13.652,2008
569,CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
570,CoRoT-6 b,2105,2.96 Jupiters,13.961,2009
571,CoRoT-7 b,522,4.07661 Earths,11.728,2009
572,CoRoT-7 c,522,8.4 Earths,11.728,2009
573,CoRoT-7 d,522,17.142 Earths,11.728,2022
574,CoRoT-8 b,1050,0.22 Jupiters,14.792,2010
575,CoRoT-20 b,2753,4.3 Jupiters,14.63,2011
576,CoRoT-20 c,2753,17 Jupiters,14.63,2018
577,CoRoT-21 b,4563,2.26 Jupiters,16.058,2012
578,CoRoT-22 b,2046,12.2 Earths,13.82,2014
579,CoRoT-23 b,3461,2.8 Jupiters,15.675,2011
580,CoRoT-24 b,1930,5.7 Earths,15.383,2014
581,CoRoT-24 c,1930,28 Earths,15.383,2014
582,CoRoT-25 b,3600,0.27 Jupiters,14.79,2013
583,CoRoT-26 b,3409,0.52 Jupiters,15.861,2013
584,CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
585,CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
586,CoRoT-29 b,2631,0.85 Jupiters,15.408,2015
587,CoRoT-2 b,696,3.47 Jupiters,12.516,2008
588,CoRoT-30 b,3367,2.9 Jupiters,15.571,2020
589,CoRoT-31 b,6543,0.84 Jupiters,15.479,2020
590,CoRoT-35 b,3664,1.1 Jupiters,15.635,2022
591,CoRoT-36 b,3020,0.68 Jupiters,13.126,2022
592,CoRoT-3 b,2508,21.66 Jupiters,13.448,2008
593,CoRoT-4 b,2370,0.72 Jupiters,13.652,2008
594,CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
595,CoRoT-6 b,2105,2.96 Jupiters,13.961,2009
596,CoRoT-7 b,522,4.07661 Earths,11.728,2009
597,CoRoT-7 c,522,8.4 Earths,11.728,2009
598,CoRoT-7 d,522,17.142 Earths,11.728,2022
599,CoRoT-8 b,1050,0.22 Jupiters,14.792,2010
600,CoRoT-20 b,2753,4.3 Jupiters,14.63,2011
601,CoRoT-20 c,2753,17 Jupiters,14.63,2018
602,CoRoT-21 b,4563,2.26 Jupiters,16.058,2012
603,CoRoT-22 b,2046,12.2 Earths,13.82,2014
604,CoRoT-23 b,3461,2.8 Jupiters,15.675,2011
605,CoRoT-24 b,1930,5.7 Earths,15.383,2014
606,CoRoT-24 c,1930,28 Earths,15.383,2014
607,CoRoT-25 b,3600,0.27 Jupiters,14.79,2013
608,CoRoT-26 b,3409,0.52 Jupiters,15.861,2013
609,CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
610,CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
611,CoRoT-29 b,2631,0.85 Jupiters,15.408,2015
612,CoRoT-2 b,696,3.47 Jupiters,12.516,2008
613,CoRoT-30 b,3367,2.9 Jupiters,15.571,2020
614,CoRoT-31 b,6543,0.84 Jupiters,15.479,2020
615,CoRoT-35 b,3664,1.1 Jupiters,15.635,2022
616,CoRoT-36 b,3020,0.68 Jupiters,13.126,2022
617,CoRoT-3 b,2508,21.66 Jupiters,13.448,2008
618,CoRoT-4 b,2370,0.72 Jupiters,13.652,2008
619,CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
620,CoRoT-6 b,2105,2.96 Jupiters,13.961,2009
621,CoRoT-7 b,522,4.07661 Earths,11.728,2009
622,CoRoT-7 c,522,8.4 Earths,11.728,2009
623,CoRoT-7 d,522,17.142 Earths,11.728,2022
624,CoRoT-8 b,1050,0.22 Jupiters,14.792,2010
625,CoRoT-9 b,1347,0.84 Jupiters,13.637,2009
626,CoRoTID 223977153 b,1881,0.15 Jupiters,13.626,2017
627,CT Chamaleontis b,622,17 Jupiters,12.335,2007
628,DE Canum Venaticorum b,100,12.0293 Jupiters,12.956,2018
629,DENIS-P J082303.1-491201 b,68,28.5 Jupiters,,2013
630,DH Tauri b,440,11 Jupiters,13.98,2004
631,DMPP-1 b,204,24.27 Earths,7.98,2019
632,DMPP-1 c,204,9.6 Earths,7.98,2019
633,DMPP-1 d,204,3.35 Earths,7.98,2019
634,DMPP-1 e,204,4.13 Earths,7.98,2019
635,DMPP-2 b,450,0.437 Jupiters,8.57,2019
636,DMPP-3 A b,148,2.58 Earths,9.066,2019
637,DMPP-4 b,83,12.2 Earths,5.72936,2023
638,DP Leonis b,997,6.28 Jupiters,18.6837,2009
639,DS Tucanae A b,144,1.3 Jupiters,8.17,2019
640,EPIC 201170410.02,437,1.15 Earths,17.6984,2020
641,EPIC 201238110 b,520,4.16 Earths,16.014,2019
642,EPIC 201427007 b,2304,2.86 Earths,14.321,2021
643,EPIC 201497682 b,825,0.26 Earths,13.948,2019
644,EPIC 201595106 b,757,2.24 Earths,11.746,2021
645,EPIC 201615463 c,1556,1.98 Earths,12.081,2019
646,EPIC 201754305 d,1093,1.08 Earths,14.668,2019
647,EPIC 201757695.02,1884,0.688 Earths,14.974,2020
648,EPIC 201833600 c,840,0.972 Earths,14.705,2019
649,EPIC 201841433 b,1424,1.12 Earths,14.983,2019
650,CoRoT-9 b,1347,0.84 Jupiters,13.637,2009
651,CoRoTID 223977153 b,1881,0.15 Jupiters,13.626,2017
652,CT Chamaleontis b,622,17 Jupiters,12.335,2007
653,DE Canum Venaticorum b,100,12.0293 Jupiters,12.956,2018
654,DENIS-P J082303.1-491201 b,68,28.5 Jupiters,,2013
655,DH Tauri b,440,11 Jupiters,13.98,2004
656,DMPP-1 b,204,24.27 Earths,7.98,2019
657,DMPP-1 c,204,9.6 Earths,7.98,2019
658,DMPP-1 d,204,3.35 Earths,7.98,2019
659,DMPP-1 e,204,4.13 Earths,7.98,2019
660,DMPP-2 b,450,0.437 Jupiters,8.57,2019
661,DMPP-3 A b,148,2.58 Earths,9.066,2019
